codename,id,name,description,views,created_at,updated_at,is_published,language_id,category_id,joined_tag_names,language_code,next_expiration_on,language_code
340883-what-os-version-does-snagr-support,359660,Che versioni OS supporta SnagR ? ,"",719,2019-01-28 03:42:25 UTC,2019-02-25 16:08:21 UTC,true,6,,,,,,it_IT
340869-location-ready-for-inspection,359702,Sito pronto per ispezione,"",1016,2019-01-28 03:43:18 UTC,2019-02-25 20:53:01 UTC,true,6,,,,,,it_IT
how-to-set-permission-for-custom-reports,359715,Abilitare Utenti all' ultilizzo dei custom reports,"",1003,2019-01-28 03:43:33 UTC,2019-09-12 13:04:47 UTC,true,6,,,,,,it_IT
315549-is-there-version-control-in-snagr-documents,359683,Come controllare la versione documenti nel repositorio?,"",866,2019-01-28 03:42:58 UTC,2019-09-11 15:07:38 UTC,true,6,,,,,,it_IT
340756-can-i-edit-replace-inspection-form,359588,Aggiornamento pagina di un Modello di Documento,"",698,2019-01-28 03:40:42 UTC,2019-09-12 13:52:06 UTC,true,6,,,,,,it_IT
what-is-bundle,359638,Repositorio documenti: che cos' e' un Fascicolo e come si crea?,"",1066,2019-01-28 03:41:53 UTC,2019-09-11 15:03:51 UTC,true,6,,,,,,it_IT
remove-and-re-add-project,359587,Rimuovi e ri-aggiungi progetti su dispositivo mobile,"",1240,2019-01-28 03:40:41 UTC,2019-02-25 17:59:33 UTC,true,6,,,,,,it_IT
what-does-synchronise-mean,359649,Cosa significa sincronizzare e perche' e necessario?,"",3080,2019-01-28 03:42:04 UTC,2019-03-07 17:16:30 UTC,true,6,,,,,,it_IT
developer,359601,Benvenuti,"",860,2019-01-28 03:41:00 UTC,2019-09-11 14:13:09 UTC,true,6,,,,,,it_IT
341361-can-i-change-location-of-an-inspection-form,359609,Posso cambiare il Sito di appartenenza di un Documento di Ispezione?,"",698,2019-01-28 03:41:14 UTC,2019-09-11 14:08:48 UTC,true,6,,,,,,it_IT
304697-how-to-export-excel-from-template,359718,Come esportare il contenuto di un Documento di Ispezione in Excel,"",1243,2019-01-28 03:43:50 UTC,2019-09-11 13:52:01 UTC,true,6,,,,,,it_IT
2fa,359680,Opzioni utente: attivazione del sistema di autenticazione two-factor,"",1074,2019-01-28 03:42:55 UTC,2019-02-25 16:31:31 UTC,true,6,,,,,,it_IT
340867-move-edit-delete-a-location-pin,359605,Muovi elimina o modifica Sito,"",832,2019-01-28 03:41:09 UTC,2019-02-27 11:46:53 UTC,true,6,,,,,,it_IT
how-to-delete-a-file,359673,Come cancellare un documento dal repositorio Documenti,"",903,2019-01-28 03:42:45 UTC,2019-03-04 17:31:02 UTC,true,6,,,,,,it_IT
how-can-i-unlink-documents-from-a-form,359648,Come posso scollagare documenti del Repositorio da un Documento di Ispezione?,"",1084,2019-01-28 03:42:04 UTC,2019-09-11 13:09:15 UTC,true,6,,,,,,it_IT
340881-the-app-has-been-checking-credentials-for-a-long-time-and-does-not-allow-me-to-download-project-on-mobile-app-what-is-wrong,359594,La barra di progresso download progetto e' bloccata.. Che cosa succede? ,"",865,2019-01-28 03:40:45 UTC,2019-02-25 18:23:56 UTC,true,6,,,,,,it_IT
reset2fa,359642,Reimpostazione della chiave autenticazione Two Factor,"",904,2019-01-28 03:41:55 UTC,2019-09-12 13:07:38 UTC,true,6,,,,,,it_IT
photo-diary,359712,Diari fotografici con SnagR,"",991,2019-01-28 03:43:27 UTC,2019-09-13 06:45:56 UTC,true,6,,,,,,it_IT
340888-project-checklists,359584,Importa Checklist di Progetto (Amministrazione progetto),"",826,2019-01-28 03:40:39 UTC,2019-09-12 09:15:50 UTC,true,6,,,,,,it_IT
340764-can-i-search-inspection-forms-by-the-hotspot-value,359646,Posso cercare informazioni contenute nei Documenti di Ispezione?,"",803,2019-01-28 03:42:02 UTC,2019-09-11 14:06:03 UTC,true,6,,,,,,it_IT
340896-how-to-edit-the-project-settings,359597,Modifica Impostazione progetto (Amministrazione progetto),"",733,2019-01-28 03:40:46 UTC,2019-09-12 13:18:32 UTC,true,6,,,,,,it_IT
safety-inspection,359653,Ispezioni Sicurezza,"",922,2019-01-28 03:42:06 UTC,2019-09-12 08:54:57 UTC,true,6,,,,,,it_IT
how-to-enable-form-templates-for-a-project,359635, Non posso usare un Ispezione nel Progetto. Come mai?,"",1027,2019-01-28 03:41:51 UTC,2019-02-28 11:41:32 UTC,true,6,,,,,,it_IT
request-for-inspections,359619,Gli Stati Avanzamento Lavori,"",1035,2019-01-28 03:41:25 UTC,2019-09-13 06:55:23 UTC,true,6,,,,,,it_IT
340878-icons-or-buttons-on-the-device,359671,Tutti i comandi e icone dell' applicazione mobile,"",830,2019-01-28 03:42:43 UTC,2019-03-04 17:18:18 UTC,true,6,,,,,,it_IT
how-to-complete-forms-on-website,359657,Compilazione Documenti di Ispezione su applicazione Web,"",1158,2019-01-28 03:42:19 UTC,2019-09-11 13:18:19 UTC,true,6,,,,,,it_IT
what-is-issue-mode-and-form-mode,359593,"Cosa significano ""modalita' rilevazione"" e modalita' ispezione""?","",1215,2019-01-28 03:40:44 UTC,2019-02-25 15:43:28 UTC,true,6,,,,,,it_IT
how-to-send-password-reminders,359697,Inviare email con nome utente e password a Utenti e Appaltatori ,"",935,2019-01-28 03:43:16 UTC,2019-03-05 15:33:10 UTC,true,6,,,,,,it_IT
how-to-edit-users-and-contractors,359596,Come modificare dettagli Utenti e Sub appaltatori,"",1293,2019-01-28 03:40:46 UTC,2019-09-12 09:40:16 UTC,true,6,,,,,,it_IT
340754-construction-stages,359641,Fasi di costruzione,"",882,2019-01-28 03:41:55 UTC,2019-09-12 09:19:37 UTC,true,6,,,,,,it_IT
how-can-i-link-issues-to-a-form,359723,Collegare un Difetto ad un Documento di Ispezione,"",1313,2019-01-28 03:43:57 UTC,2019-09-11 13:12:52 UTC,true,6,,,,,,it_IT
340760-edit-view-projects,359707,Visualizza Modifica Progetti (Amministrazione Societa'),"",858,2019-01-28 03:43:22 UTC,2019-03-07 12:53:56 UTC,true,6,,,,,,it_IT
who-has-access-to-document-repository,359656,Chi ha accesso al repositorio dei documenti?,"",909,2019-01-28 03:42:19 UTC,2019-09-11 15:01:04 UTC,true,6,,,,,,it_IT
how-to-delete-a-folder,359608,Eliminare cartella documenti nel Repositorio dei Documenti,"",865,2019-01-28 03:41:13 UTC,2019-02-27 11:55:43 UTC,true,6,,,,,,it_IT
how-can-i-add-a-photo-from-the-photo-gallery-in-an-inspection-form,359714,Come aggiungere ad un Documento di Ispezione una foto da archivio foto del vostro dispositivo mobile ,"",755,2019-01-28 03:43:31 UTC,2019-09-11 13:38:13 UTC,true,6,,,,,,it_IT
can-i-extract-a-list-of-forms-that-are-created-on-snagr,359693,Estrazione di tutti i Documenti di Ispezione del progetto,"",934,2019-01-28 03:43:11 UTC,2019-09-11 13:45:14 UTC,true,6,,,,,,it_IT
340763-add-user-at-the-company-level,359623,Gestione Utenti in Amministrazione Societa',"",992,2019-01-28 03:41:30 UTC,2019-09-12 09:32:33 UTC,true,6,,,,,,it_IT
how-to-link-documents-to-locations,359640,Collegare documenti del repositorio a un Sito,"",1079,2019-01-28 03:41:54 UTC,2019-09-11 15:01:53 UTC,true,6,,,,,,it_IT
340745-add-contractors-at-the-company-level,359620,"Gestione Appaltatori, Amministrazione Societa'","",749,2019-01-28 03:41:28 UTC,2019-09-12 09:34:43 UTC,true,6,,,,,,it_IT
can-i-set-up-auto-sync,359607,Come impostare la sincronizzazione automatica,"",1108,2019-01-28 03:41:13 UTC,2019-02-26 13:53:47 UTC,true,6,,,,,,it_IT
how-to-create-a-folder,359689,Come creare una cartella nel Repositorio Documenti,"",1125,2019-01-28 03:43:06 UTC,2019-03-05 13:01:06 UTC,true,6,,,,,,it_IT
340868-i-can-t-add-a-user-i-don-t-see-him-her-on-the-project-but-the-system-says-email-already-exists-what-is-wrong,359674,Non posso aggiungere un Utente al progetto... Quando inserisco email SnagR dice gia' esistente. Cosa non va? ,"",737,2019-01-28 03:42:45 UTC,2019-03-04 17:39:27 UTC,true,6,,,,,,it_IT
how-can-i-be-notified-of-forms-updates,359647,Come posso essere informato della compilazione dei Documenti di Ispezione?,"",1086,2019-01-28 03:42:03 UTC,2019-09-11 13:37:02 UTC,true,6,,,,,,it_IT
can-i-have-a-summary-of-the-form-workflow-history,359580,Come posso vedere la cronistoria del flusso di lavoro di un Documento di Ispezione?,"",967,2019-01-28 03:40:34 UTC,2019-09-11 13:31:35 UTC,true,6,,,,,,it_IT
handover-process-with-purchaser,359668,Consegna al Cliente,"",1091,2019-01-28 03:42:32 UTC,2019-09-13 06:51:44 UTC,true,6,,,,,,it_IT
311758-how-to-batch-edit-issues,359576,Posso modificare non conformita' in batch?,"",991,2019-01-28 03:40:28 UTC,2019-09-11 14:30:05 UTC,true,6,,,,,,it_IT
can-i-delete-issues,359688,Eliminare Difetti,"",965,2019-01-28 03:43:06 UTC,2019-09-11 14:38:55 UTC,true,6,,,,,,it_IT
what-is-the-quickest-way-to-set-up-repetitive-units,359706,Disegni ripetuti per unita' simili: modalita di set up,"",985,2019-01-28 03:43:22 UTC,2019-09-12 13:31:41 UTC,true,6,,,,,,it_IT
315713-how-to-set-permissions-forms,359677, Livelli di privilegio Ispezioni ,"",928,2019-01-28 03:42:49 UTC,2019-09-12 12:59:44 UTC,true,6,,,,,,it_IT
how-do-i-search-issues-on-device,359667,Trovare un Difetto nel Progetto,"",1152,2019-01-28 03:42:31 UTC,2019-09-11 14:54:55 UTC,true,6,,,,,,it_IT
how-can-i-set-up-auto-close-for-photo-diaries,359606,Attivare Auto Close per funzione di diario fotografico,"",733,2019-01-28 03:41:12 UTC,2019-09-12 13:42:16 UTC,true,6,,,,,,it_IT
340886-construction-stages,359651,Fasi di Costruzione: importazione a livello Progetto,"",840,2019-01-28 03:42:05 UTC,2019-09-12 09:30:05 UTC,true,6,,,,,,it_IT
340762-terminology,359574,Terminologia (Funzione Amministrazione Societa'),"",762,2019-01-28 03:40:27 UTC,2019-09-12 13:19:31 UTC,true,6,,,,,,it_IT
how-to-import-issue-list,359621,Importazione lista difetti,"",935,2019-01-28 03:41:29 UTC,2019-02-27 18:30:55 UTC,true,6,,,,,,it_IT
can-i-edit-issues,359632,Modifica dettagli Difetto,"",1262,2019-01-28 03:41:43 UTC,2019-09-11 14:28:30 UTC,true,6,,,,,,it_IT
340895-create-barcode-for-location,359603,Generazione codici QR per Siti,"",717,2019-01-28 03:41:08 UTC,2019-09-12 13:12:32 UTC,true,6,,,,,,it_IT
how-to-get-a-summary-statistics-of-our-issue-records,359691,Report Difetti di sommario (statistiche),"",1085,2019-01-28 03:43:07 UTC,2019-03-05 13:07:39 UTC,true,6,,,,,,it_IT
340864-how-to-reopen-the-issue,359644,Riaprire un Difetto chiuso,"",1345,2019-01-28 03:42:01 UTC,2019-09-11 14:51:34 UTC,true,6,,,,,,it_IT
can-i-copy-and-paste-an-issue,359582,Copia e incolla Difetto piu' e piu' volte ,"",998,2019-01-28 03:40:36 UTC,2019-03-07 16:36:12 UTC,true,6,,,,,,it_IT
how-do-i-view-analytics,359690,Visualizzazione del pannello di Analisi Difetti,"",1037,2019-01-28 03:43:07 UTC,2019-09-11 14:22:42 UTC,true,6,,,,,,it_IT
can-i-add-more-photos-to-an-issue,359719,Come aggiungere piu' foto ad un Difetto,"",973,2019-01-28 03:43:55 UTC,2019-03-07 16:08:05 UTC,true,6,,,,,,it_IT
330054-import-export-inspection-form-templates,359616,Esportazione ed Importazione template di Ispezione,"",977,2019-01-28 03:41:18 UTC,2019-09-12 13:58:41 UTC,true,6,,,,,,it_IT
340744-edit-default-language-or-logo,359645,Impostazioni lingua e logo (Amministrazione societa'),"",858,2019-01-28 03:42:02 UTC,2019-09-12 13:15:18 UTC,true,6,,,,,,it_IT
343363-how-to-create-a-hierarchical-list,359634,Creazione di Liste Gerarchiche,"",950,2019-01-28 03:41:47 UTC,2019-09-13 06:24:47 UTC,true,6,,,,,,it_IT
how-to-manage-subscriptions,359627,Le mie notifiche automatiche,"",1135,2019-01-28 03:41:39 UTC,2019-09-13 06:34:44 UTC,true,6,,,,,,it_IT
308329-how-to-edit-drawing-set,359661,Modificare nome e altri dettagli di un Set Disegni,"",851,2019-01-28 03:42:25 UTC,2019-03-04 14:29:44 UTC,true,6,,,,,,it_IT
how-to-add-an-issue,359724,Come aggiungere un Difetto,"",1804,2019-01-28 03:43:58 UTC,2019-03-07 16:30:56 UTC,true,6,,,,,,it_IT
how-to-generate-an-issue-report,359637,Come generare reportistica Difetti,"",1246,2019-01-28 03:41:53 UTC,2019-09-11 14:17:43 UTC,true,6,,,,,,it_IT
how-to-break-items-out-from-a-plot-with-multiple-issues,359694,Come separare un cartellino multiplo,"",929,2019-01-28 03:43:12 UTC,2019-09-11 14:42:27 UTC,true,6,,,,,,it_IT
how-to-set-up-locations-on-drawings,359586,Impostazione Siti su disegno,"",1272,2019-01-28 03:40:40 UTC,2019-09-12 13:10:55 UTC,true,6,,,,,,it_IT
how-to-design-the-issue-list,359629,Come creare una lista difetti?,"",1353,2019-01-28 03:41:40 UTC,2019-09-12 13:37:53 UTC,true,6,,,,,,it_IT
how-to-add-single-items-to-issue-list,359670,Modifica dettagli Registro Difetti,"",979,2019-01-28 03:42:42 UTC,2019-09-12 13:39:31 UTC,true,6,,,,,,it_IT
how-to-set-up-forms-notifications-for-all-users,359704,Notifiche automatiche Ispezioni ,"",1107,2019-01-28 03:43:19 UTC,2019-09-13 06:35:52 UTC,true,6,,,,,,it_IT
how-to-find-documents-by-locations,359628,Come trovare i documenti del repositorio di un Sito,"",896,2019-01-28 03:41:40 UTC,2019-09-11 15:11:31 UTC,true,6,,,,,,it_IT
340894-room-area-signoff,359600,Stanza/ Area Sign off ,"",771,2019-01-28 03:41:00 UTC,2019-02-25 18:34:31 UTC,true,6,,,,,,it_IT
defect-management,359695,Gestione Difetti,"",783,2019-01-28 03:43:12 UTC,2019-09-13 06:49:10 UTC,true,6,,,,,,it_IT
how-to-complete-forms-on-device,359725,Completare Documenti di Ispezione su dispositivo mobile,"",1510,2019-01-28 03:43:59 UTC,2019-09-11 13:16:50 UTC,true,6,,,,,,it_IT
304211-can-i-delete-form,359711,Come elimino un documento di ispezione?,"",953,2019-01-28 03:43:26 UTC,2019-09-11 14:04:27 UTC,true,6,,,,,,it_IT
how-to-add-users-to-project,359618,Aggiungere Utenti al progetto,"",1327,2019-01-28 03:41:24 UTC,2019-09-12 09:38:55 UTC,true,6,,,,,,it_IT
340750-add-permit-inspection,359654,Aggiungi un Permesso di Lavoro,"",893,2019-01-28 03:42:09 UTC,2019-09-12 08:58:14 UTC,true,6,,,,,,it_IT
can-issue-reports-be-generated-automatically,359703,Come generare sommari Difetti automaticamente,"",1089,2019-01-28 03:43:19 UTC,2019-09-11 14:19:27 UTC,true,6,,,,,,it_IT
what-is-add-future-issue,359611,"Aggiungi difetto Futuro, cos' e' e come si usa","",856,2019-01-28 03:41:15 UTC,2019-09-11 14:46:37 UTC,true,6,,,,,,it_IT
312274-how-to-set-up-the-drawing-regions,359678,Che cosa sono le Regioni Disegni e come impostarle,"",988,2019-01-28 03:42:53 UTC,2019-09-12 13:27:55 UTC,true,6,,,,,,it_IT
can-i-have-a-report-with-the-first-and-last-photo-only,359663,Report Perizia: report Difetti con prima ed ultima foto,"",901,2019-01-28 03:42:27 UTC,2019-09-11 14:20:58 UTC,true,6,,,,,,it_IT
where-do-i-see-issue-notifications,359613,Dove trovo le notifiche automatiche difetti di SnagR?,"",943,2019-01-28 03:41:16 UTC,2019-09-11 14:58:50 UTC,true,6,,,,,,it_IT
340877-filtering-issues-on-device,359684,Come filtrare difetti su disegno,"",982,2019-01-28 03:42:59 UTC,2019-09-11 14:57:30 UTC,true,6,,,,,,it_IT
308326-how-to-edit-the-custom-list,359633,Come modificare una lista personalizzata,"",992,2019-01-28 03:41:44 UTC,2019-09-12 13:56:26 UTC,true,6,,,,,,it_IT
can-i-move-an-issue-pin,359578,Spostare posizione Difetto su disegno,"",928,2019-01-28 03:40:33 UTC,2019-09-11 14:39:55 UTC,true,6,,,,,,it_IT
328540-how-to-view-issue-history,359679,Visualizza Cronistoria difetto,"",776,2019-01-28 03:42:55 UTC,2019-09-11 14:59:33 UTC,true,6,,,,,,it_IT
how-to-organise-issue-pins-that-overlap-on-each-other,359709,I Cartellini Difetto sono molto vicini l' un altro e difficili da selezionare. Come risolvere?,"",976,2019-01-28 03:43:25 UTC,2019-09-11 14:41:26 UTC,true,6,,,,,,it_IT
how-do-i-send-a-notification-regarding-an-issue,359636,Come mandare una notifica istantanea Difetto manualmente,"",907,2019-01-28 03:41:53 UTC,2019-09-11 14:53:12 UTC,true,6,,,,,,it_IT
can-i-define-photo-size,359650,Posso modificare la dimensione delle foto Difetti?,"",907,2019-01-28 03:42:05 UTC,2019-09-11 14:47:59 UTC,true,6,,,,,,it_IT
enable2fa,359682,Abilitazione autenticazione Two Factors  (Amministrazione Societa'),"",721,2019-01-28 03:42:57 UTC,2019-09-12 13:13:28 UTC,true,6,,,,,,it_IT
337878-non-conformance-report,359666,Report di non conformita' ,"",1090,2019-01-28 03:42:29 UTC,2019-09-13 06:57:31 UTC,true,6,,,,,,it_IT
how-to-update-issues,359617,Come Chiudere o aggiornare i Difetti,"",1525,2019-01-28 03:41:23 UTC,2019-09-11 14:50:19 UTC,true,6,,,,,,it_IT
common-issues-in-project-download,359665,Log in possibilie su applicazione web ma non su mobile... Come risolvo il problema?,"",1417,2019-01-28 03:42:27 UTC,2019-02-25 18:16:04 UTC,true,6,,,,,,it_IT
how-to-link-drawings-together-manually,359592,Come collegare i disegni manualmente,"",959,2019-01-28 03:40:44 UTC,2019-09-12 13:33:24 UTC,true,6,,,,,,it_IT
how-to-generate-issue-report-for-subcontractors-only,359614,Come generare report difetti per Appaltatore,"",964,2019-01-28 03:41:16 UTC,2019-09-11 14:20:16 UTC,true,6,,,,,,it_IT
how-do-i-change-password,359664,Come cambio la password?,"",1055,2019-01-28 03:42:27 UTC,2019-02-25 15:35:51 UTC,true,6,,,,,,it_IT
317970-permit-to-work,359686,Permessi di Lavoro,"",927,2019-01-28 03:43:01 UTC,2019-09-13 06:39:17 UTC,true,6,,,,,,it_IT
how-to-set-permission-for-kpi-dashboard,359696,Impostazione permessi di accesso ai Pannelli di controllo KPIs,"",1057,2019-01-28 03:43:14 UTC,2019-09-12 13:00:46 UTC,true,6,,,,,,it_IT
how-to-upload-drawings,359610,Preparazione e upload disegni di Progetto,"",1376,2019-01-28 03:41:15 UTC,2019-09-12 13:23:51 UTC,true,6,,,,,,it_IT
passwordcomplexity,359583,Imposta complessita' password utenti (amministrazione Societa'),"",881,2019-01-28 03:40:37 UTC,2019-09-12 13:14:16 UTC,true,6,,,,,,it_IT
how-can-i-search-for-forms,359675,Funzione di ricerca Documenti di Ispezione,"",1120,2019-01-28 03:42:46 UTC,2019-09-11 14:00:52 UTC,true,6,,,,,,it_IT
340755-view-edit-delete-permit-inspection,359699,Visualizza/Modifica/Elimina Permesso,"",774,2019-01-28 03:43:17 UTC,2019-09-12 09:02:36 UTC,true,6,,,,,,it_IT
how-to-edit-existing-drawing,359626,Cambiare disegni per accomodare variazioni in corso d' opera,"",1028,2019-01-28 03:41:39 UTC,2019-09-12 13:25:34 UTC,true,6,,,,,,it_IT
project-summary-what-are-the-figures-in-red-colour,359630,Sommario Progetto: come leggere la presentazione dei dati ,"",744,2019-01-28 03:41:41 UTC,2019-09-11 14:25:42 UTC,true,6,,,,,,it_IT
how-can-i-unlink-issues-from-a-form,359721,Scollegare Difetti da un Documento di Ispezione,"",876,2019-01-28 03:43:56 UTC,2019-03-07 16:23:55 UTC,true,6,,,,,,it_IT
how-to-add-contractors-to-project,359700,Aggiungre Appaltatori al progetto,"",1128,2019-01-28 03:43:17 UTC,2019-03-05 17:54:08 UTC,true,6,,,,,,it_IT
340759-can-i-edit-the-priorities-and-due-day,359701,Modifica Priorita' e relative date di scadenza standard,"",765,2019-01-28 03:43:18 UTC,2019-03-06 13:00:24 UTC,true,6,,,,,,it_IT
340758-how-to-edit-the-inspection-template,359612,Modifica dettagli Ispezione,"",793,2019-01-28 03:41:15 UTC,2019-02-27 15:00:53 UTC,true,6,,,,,,it_IT
daily-site-walk,359625,Giornale di cantiere,"",2977,2019-01-28 03:41:31 UTC,2019-09-13 06:41:51 UTC,true,6,,,,,,it_IT
340736-how-can-i-remove-the-inspection-from-the-company,359705,Rimozione di un Ispezione in Area Amministrazione Societa',"",760,2019-01-28 03:43:21 UTC,2019-03-07 11:36:20 UTC,true,6,,,,,,it_IT
340737-how-can-i-remove-a-form-from-the-inspection-template,359639,Rimuovere un Modello di Ispezione da un Ispezione?,"",740,2019-01-28 03:41:54 UTC,2019-09-12 13:53:10 UTC,true,6,,,,,,it_IT
304553-how-to-design-the-dms-export-template,359716,Come estrarre in formato Excel contenuto dei documenti? Creazione maschere di esportazione,"",1623,2019-01-28 03:43:33 UTC,2019-09-13 06:22:34 UTC,true,6,,,,,,it_IT
304335-how-to-create-custom-list,359602,Creazione lista personalizzata,"",1047,2019-01-28 03:41:00 UTC,2019-09-12 13:55:23 UTC,true,6,,,,,,it_IT
287202-how-to-design-inspections-in-snagr,359655,Come creare Ispezioni e duplicare procedure aziendali in digitale personalizzando flussi di lavoro e Documenti di Ispezione,"",1446,2019-01-28 03:42:10 UTC,2019-09-12 13:47:18 UTC,true,6,,,,,,it_IT
hoe-markeer-je-documenten-als-niet-in-gebruik-nieuwe-upgrade,486807,"Hoe markeer je documenten als ""Niet in Gebruik""? (Nieuwe Upgrade)","",858,2019-10-29 12:40:41 UTC,2019-10-29 12:44:50 UTC,true,7,,,,,,nl_NL
355544-prioriteiten-en-einddatum-bewerken-op-bedrijfsniveau,355544,Prioriteiten en Einddatum bewerken (op Bedrijfsniveau),"",901,2019-01-07 09:32:10 UTC,2019-01-07 09:42:11 UTC,true,7,,,,,,nl_NL
overzicht-voor-management,293104,Overzicht voor Management,"",303,2018-01-03 09:15:17 UTC,2018-01-17 15:02:58 UTC,true,7,,,,,,nl_NL
overzicht-voor-onderaannemers,293107,Overzicht voor onderaannemers,"",387,2018-01-03 09:16:54 UTC,2018-01-17 15:06:35 UTC,true,7,,,,,,nl_NL
hoe-download-ik-een-project,293108,Hoe download ik een project?,"",1635,2018-01-03 09:17:35 UTC,2019-10-24 10:44:51 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-documenten-ontkoppelen-van-formulieren,293279,Hoe kan ik documenten ontkoppelen van formulieren? (Oude versie),"",1375,2018-01-04 07:23:13 UTC,2019-10-29 08:30:36 UTC,true,7,,,,,,nl_NL
kan-ik-meer-fotos-toevoegen-aan-een-actiepunt,293120,Kan ik meer foto's toevoegen aan een actiepunt?,"",384,2018-01-03 09:39:52 UTC,2018-01-23 15:45:08 UTC,true,7,,,,,,nl_NL
hoe-beheer-ik-automatische-notificaties,293312,Hoe beheer ik automatische notificaties?,"",1302,2018-01-04 08:57:53 UTC,2018-01-23 15:27:17 UTC,true,7,,,,,,nl_NL
kan-ik-meerdere-actiepunten-toevoegen-op-een-plek,293117,Kan ik meerdere actiepunten toevoegen op één plek? ,"",1505,2018-01-03 09:37:01 UTC,2019-01-17 12:50:39 UTC,true,7,,,,,,nl_NL
hoe-ontwerp-ik-inspecties,293318,Hoe ontwerp ik inspecties?,"",336,2018-01-04 09:21:46 UTC,2019-01-15 13:24:26 UTC,true,7,,,,,,nl_NL
wat-moet-ik-doen-als-ik-mijn-wachtwoord-ben-vergeten,486252,Wat moet ik doen als ik mijn wachtwoord ben vergeten?,"",928,2019-10-28 15:00:10 UTC,2019-10-28 15:02:41 UTC,true,7,,,,,,nl_NL
wat-is-een-pakket,293291,Wat is een pakket?,"",993,2018-01-04 07:42:10 UTC,2018-01-23 15:13:14 UTC,true,7,,,,,,nl_NL
hoe-zie-ik-formulier-notificaties,293282,Hoe zie ik formulier notificaties?,"",1454,2018-01-04 07:25:41 UTC,2018-01-23 14:55:11 UTC,true,7,,,,,,nl_NL
355565-gebruikersbeheer-op-bedrijfsniveau,355565,Gebruikers beheer op Bedrijfsniveau,"",1013,2019-01-07 13:56:28 UTC,2019-01-07 15:31:05 UTC,true,7,,,,,,nl_NL
hoe-stel-ik-inspecties-en-formulieren-in,293319,Hoe stel ik inspecties en formulieren in?,"",381,2018-01-04 09:22:20 UTC,2018-01-23 15:26:24 UTC,true,7,,,,,,nl_NL
358075-ik-kan-niet-synchroniseren-op-de-app-wat-moet-ik-doen,358075,Ik kan niet synchroniseren in de app. Wat moet ik doen? ,"",929,2019-01-15 10:28:49 UTC,2019-01-15 11:06:06 UTC,true,7,,,,,,nl_NL
overzicht-voor-inspectie-teams-adviseurs,293105,Overzicht voor Inspectie Teams / Adviseurs,"",400,2018-01-03 09:16:15 UTC,2018-01-17 15:03:08 UTC,true,7,,,,,,nl_NL
kan-ik-automatisch-synchroniseren-instellen,293110,Kan ik automatisch synchroniseren instellen?,"",1515,2018-01-03 09:31:43 UTC,2018-01-17 15:10:27 UTC,true,7,,,,,,nl_NL
hoe-download-ik-bestanden,293294,Hoe download ik bestanden?,"",1269,2018-01-04 07:43:25 UTC,2018-01-23 15:13:44 UTC,true,7,,,,,,nl_NL
waar-zie-ik-de-actiepunten-notificaties,293128,Waar zie ik de actiepunten notificaties?,"",1443,2018-01-03 09:42:17 UTC,2018-01-23 14:47:21 UTC,true,7,,,,,,nl_NL
wat-is-het-verschil-tussen-een-gebruikers-en-aannemers-account,293309,Wat is het verschil tussen een gebruikers en aannemers account? ,"",470,2018-01-04 08:12:20 UTC,2018-01-23 15:17:59 UTC,true,7,,,,,,nl_NL
354949-hoe-bekijk-ik-de-actiepunthistorie,354949,Hoe bekijk ik de actiepuntenhistorie?,"",1048,2019-01-02 15:20:37 UTC,2019-01-02 15:23:24 UTC,true,7,,,,,,nl_NL
hoe-bewerk-je-formulier-details,486822,Hoe bewerk je formulier details?,"",979,2019-10-29 12:55:24 UTC,2019-10-29 13:20:05 UTC,true,7,,,,,,nl_NL
357048-project-checklijst-maken,357048,Project Checklijst maken,"",940,2019-01-09 12:45:13 UTC,2019-01-09 13:11:32 UTC,true,7,,,,,,nl_NL
kan-ik-de-wijzigingen-van-een-formulier-bekijken,293272,Kan ik de wijzigingen van een formulier bekijken?,"",1321,2018-01-04 07:17:21 UTC,2019-01-17 13:17:28 UTC,true,7,,,,,,nl_NL
357088-welke-besturingssystemen-ondersteunt-snagr,357088,Welke besturingssystemen ondersteunt SnagR? ,"",897,2019-01-09 15:13:28 UTC,2019-01-09 15:16:16 UTC,true,7,,,,,,nl_NL
354760-producent,354760,Producent,"",981,2018-12-31 14:58:43 UTC,2018-12-31 14:59:21 UTC,true,7,,,,,,nl_NL
hoe-vind-ik-documenten-per-locatie,293295,Hoe vind ik documenten per locatie? ,"",1004,2018-01-04 07:43:52 UTC,2019-10-29 11:25:01 UTC,true,7,,,,,,nl_NL
354752-hoofdaannemer,354752,Hoofdaannemer,"",1112,2018-12-31 12:01:20 UTC,2018-12-31 14:55:30 UTC,true,7,,,,,,nl_NL
hoe-verander-ik-mijn-wachtwoord,293113,Hoe verander ik mijn wachtwoord?,"",978,2018-01-03 09:33:38 UTC,2019-01-21 08:26:45 UTC,true,7,,,,,,nl_NL
354751-ontwikkelaar,354751,Ontwikkelaar,"",968,2018-12-31 11:02:55 UTC,2018-12-31 11:59:14 UTC,true,7,,,,,,nl_NL
358074-de-app-blijft-checking-credentials-aangeven-wat-is-er-aan-de-hand,358074,"De app blijft ""Checking Credentials"" aangeven. Wat is er aan de hand? ","",1059,2019-01-15 10:20:16 UTC,2019-01-15 10:27:31 UTC,true,7,,,,,,nl_NL
